symbol,timestamp,open,high,low,close,volume
BTC-USD,2024-01-01 18:00:00,50498.10115184384,50512.51353726909,50493.29702336876,50502.905280318926,18
BTC-USD,2024-01-01 19:00:00,50536.427634763146,50637.26242332679,50502.81603857526,50570.03923095103,99
BTC-USD,2024-01-01 20:00:00,50584.74826516786,50628.926767685574,50570.02209766195,50599.474432673764,120
BTC-USD,2024-01-01 21:00:00,50503.03834410555,50599.392676839416,50470.920233194265,50535.15645501684,197
BTC-USD,2024-01-01 22:00:00,50533.11022033782,50535.156418191866,50532.42815438647,50533.792286289165,184
BTC-USD,2024-01-01 23:00:00,50373.554922744515,50533.5661470817,50320.217847965454,50426.89199752358,44
BTC-USD,2024-01-02 00:00:00,50392.185887461754,50426.88137812222,50380.620723908265,50403.75105101524,113
BTC-USD,2024-01-02 01:00:00,50423.360415042036,50482.280197136126,50403.72048767734,50443.00034240673,141
BTC-USD,2024-01-02 02:00:00,50453.53164775004,50485.15197008614,50442.99154030467,50464.07175519541,115
BTC-USD,2024-01-02 03:00:00,50167.78054900692,50463.29656508449,50069.275210314394,50266.28588769944,13
BTC-USD,2024-01-02 04:00:00,50277.27121807051,50310.256043561916,50266.276276240045,50288.26615990098,57
BTC-USD,2024-01-02 05:00:00,50332.53019520875,50465.79149218194,50288.10976288435,50376.950627533144,24
BTC-USD,2024-01-02 06:00:00,50359.473951632644,50376.94793246195,50353.6492913562,50365.29861190908,91
BTC-USD,2024-01-02 07:00:00,50319.81221186656,50365.28034674507,50304.65616690707,50334.96825682607,120
BTC-USD,2024-01-02 08:00:00,50265.43090404397,50334.92553490553,50242.26602709011,50288.59578099782,197
BTC-USD,2024-01-02 09:00:00,50341.64457756729,50501.46534181146,50288.370989485906,50394.91816564868,133
BTC-USD,2024-01-02 10:00:00,50250.926436882226,50394.73507849868,50202.99022301006,50298.862650754374,54
BTC-USD,2024-01-02 11:00:00,50140.853011811254,50298.64173155045,50088.25677189819,50193.44925172432,74
BTC-USD,2024-01-02 12:00:00,50186.89365514638,50193.448871166984,50184.70858313951,50189.078727153246,138
BTC-USD,2024-01-02 13:00:00,50147.635037699096,50189.06351171345,50133.82554636098,50161.44452903722,145
BTC-USD,2024-01-02 14:00:00,50213.05431517467,50368.52350890519,50161.231250597826,50264.87737975151,42
BTC-USD,2024-01-02 15:00:00,50311.600873031945,50452.29447915211,50264.70300432523,50358.498741738666,132
BTC-USD,2024-01-02 16:00:00,50327.20537463267,50358.490096653695,50316.777133959,50337.633615306346,50
BTC-USD,2024-01-02 17:00:00,50243.51962017664,50337.55534550869,50212.174378399286,50274.86486195399,37
BTC-USD,2024-01-02 18:00:00,50291.508052330566,50341.503826685956,50274.8427942121,50308.17331044903,171
BTC-USD,2024-01-02 19:00:00,50357.155448377096,50504.676394557515,50307.98179965029,50406.3290971039,42
BTC-USD,2024-01-02 20:00:00,50379.45581025773,50406.322728020874,50370.500171003354,50388.41144951211,46
BTC-USD,2024-01-02 21:00:00,50326.39273275604,50388.37750496368,50305.73114202015,50347.05432349192,108
BTC-USD,2024-01-02 22:00:00,50109.54159471935,50346.55529056475,50030.537029437546,50188.54616000115,44
BTC-USD,2024-01-02 23:00:00,50220.5232388738,50316.69958668956,50188.46445626854,50252.58202147905,110
BTC-USD,2024-01-03 00:00:00,50111.89767198785,50252.4067579522,50065.061309999735,50158.73403397597,151
BTC-USD,2024-01-03 01:00:00,50198.00723040231,50316.19698059408,50158.61064700505,50237.40381379957,112
BTC-USD,2024-01-03 02:00:00,50214.71879992802,50237.39926019237,50207.15864650658,50222.27895334947,188
BTC-USD,2024-01-03 03:00:00,50076.895077742935,50222.09166410181,50028.49621562331,50125.29393986256,72
BTC-USD,2024-01-03 04:00:00,50116.29922479854,50125.293222448294,50113.30122558195,50119.29722401512,105
BTC-USD,2024-01-03 05:00:00,50167.37797177057,50312.175850602514,50119.112012159916,50215.643931381215,141
BTC-USD,2024-01-03 06:00:00,50182.55588186301,50215.63423860933,50171.529762947575,50193.58200077845,152
BTC-USD,2024-01-03 07:00:00,50211.49395760647,50265.3066419725,50193.55639615113,50229.431519061814,180
BTC-USD,2024-01-03 08:00:00,50310.68529746363,50556.03420675351,50228.902327700336,50392.46826722692,37
BTC-USD,2024-01-03 09:00:00,50433.909823943,50558.64481144756,50392.33149477482,50475.48815311119,75
BTC-USD,2024-01-03 10:00:00,50253.56763875673,50475.053661163874,50179.738964621014,50327.396312892444,143
BTC-USD,2024-01-03 11:00:00,50372.23982959766,50507.251582520345,50327.23591195677,50417.24374723856,37
BTC-USD,2024-01-03 12:00:00,50337.14489805865,50417.187149672915,50310.46414752056,50363.825648596736,39
BTC-USD,2024-01-03 13:00:00,50389.649224068395,50467.279166727945,50363.7725765152,50415.525871621576,199
BTC-USD,2024-01-03 14:00:00,50484.49925789238,50692.55800439764,50415.146342390624,50553.85217339413,101
BTC-USD,2024-01-03 15:00:00,50562.72395263107,50589.3579865471,50553.84594132573,50571.60196393642,199
BTC-USD,2024-01-03 16:00:00,50532.67402677863,50571.588641545626,50519.70248852296,50545.6455650343,199
BTC-USD,2024-01-03 17:00:00,50489.883276212546,50545.6182105875,50471.30496475423,50508.46158767086,130
BTC-USD,2024-01-03 18:00:00,50523.4093094173,50568.30562201468,50508.44387188485,50538.37474694976,112
BTC-USD,2024-01-03 19:00:00,50551.56116775902,50591.16176038181,50538.36097021809,50564.76136529995,164
BTC-USD,2024-01-03 20:00:00,50350.260304031974,50564.35618494466,50278.895010394415,50421.62559766954,60
BTC-USD,2024-01-03 21:00:00,50358.014578203605,50421.5899107581,50336.82280068544,50379.20635572177,181
BTC-USD,2024-01-03 22:00:00,50278.58423956047,50379.1169554523,50245.073334263194,50312.09514485775,169
BTC-USD,2024-01-03 23:00:00,50234.572531917634,50312.04201979597,50208.74936929152,50260.395694543746,105
BTC-USD,2024-01-04 00:00:00,49945.46157071492,50259.51618000303,49840.77670095222,50050.14644047763,71
BTC-USD,2024-01-04 01:00:00,50113.23697492058,50303.467763357454,50049.8267121083,50176.647237732876,195
BTC-USD,2024-01-04 02:00:00,49888.18418754887,50175.908299701034,49792.27615016481,49984.09222493292,122
BTC-USD,2024-01-04 03:00:00,49980.11647922204,49984.09208438053,49978.79127750253,49981.441680941534,193
BTC-USD,2024-01-04 04:00:00,49986.55611855206,50001.90571407971,49981.4395867095,49991.672650394605,139
BTC-USD,2024-01-04 05:00:00,49926.81077774059,49991.63522647056,49905.202628163934,49948.418927317245,63
BTC-USD,2024-01-04 06:00:00,49936.41886072282,49948.41764584435,49932.41926568231,49940.41845576333,138
BTC-USD,2024-01-04 07:00:00,49904.2604009135,49940.406816775656,49892.21159562612,49916.30920620089,156
BTC-USD,2024-01-04 08:00:00,49933.17064295312,49983.82339405112,49916.28639258712,49950.05489331912,169
BTC-USD,2024-01-04 09:00:00,50048.29532932161,50345.35365938567,49949.27588596693,50147.3147726763,169
BTC-USD,2024-01-04 10:00:00,50032.642020735584,50147.19810998597,49994.45665765212,50070.82738381904,193
BTC-USD,2024-01-04 11:00:00,50079.269450253465,50104.61274132712,50070.82168656225,50087.717213944685,132
BTC-USD,2024-01-04 12:00:00,50124.11964610694,50233.64534482788,50087.61107986664,50160.628212347256,78
BTC-USD,2024-01-04 13:00:00,50067.50793608781,50160.55131673163,50036.493475873205,50098.52239630242,125
BTC-USD,2024-01-04 14:00:00,50091.6987850205,50098.521983209816,50089.42438562406,50093.97318441694,153
BTC-USD,2024-01-04 15:00:00,50104.83569196067,50137.45150458802,50093.963754418204,50115.707629503115,106
BTC-USD,2024-01-04 16:00:00,50117.115774852115,50121.34068574335,50115.707471221715,50118.52407848253,102
BTC-USD,2024-01-04 17:00:00,49938.67900949651,50118.236795606805,49878.82641412641,49998.531604866606,12
BTC-USD,2024-01-04 18:00:00,50083.56810508673,50340.42505470744,49997.94912187983,50169.187088293635,156
BTC-USD,2024-01-04 19:00:00,50212.93778504517,50344.64931977876,50169.03394013398,50256.84162995637,99
BTC-USD,2024-01-04 20:00:00,50023.28898141537,50256.35824817965,49945.599225827274,50100.97873700346,105
BTC-USD,2024-01-04 21:00:00,50104.41333810883,50114.71996765013,50100.9777949284,50107.84888128927,61
BTC-USD,2024-01-04 22:00:00,50086.28519270224,50107.84475612827,50079.098671560234,50093.47171384425,48
BTC-USD,2024-01-04 23:00:00,50124.34143449627,50217.179439656946,50093.39543277605,50155.287436216495,91
BTC-USD,2024-01-05 00:00:00,50179.43793593466,50252.0292503099,50155.24083114292,50203.6350407264,194
BTC-USD,2024-01-05 01:00:00,50250.060335928676,50389.853311777864,50203.46267731228,50296.65799454507,187
BTC-USD,2024-01-05 02:00:00,50337.50861811088,50460.459930941746,50296.52484716726,50378.4923890545,99
BTC-USD,2024-01-05 03:00:00,50192.61777281113,50378.18708995671,50130.7613337626,50254.474211859655,121
BTC-USD,2024-01-05 04:00:00,50322.82864664477,50529.013743304764,50254.100281091436,50391.5570121981,11
BTC-USD,2024-01-05 05:00:00,50518.85959124017,50904.666030794746,50390.25744472198,50647.46173775836,138
BTC-USD,2024-01-05 06:00:00,50660.61730027176,50700.12503599955,50647.44805502916,50673.786545514355,18
BTC-USD,2024-01-05 07:00:00,50713.3425224349,50832.38214359832,50673.66264871376,50753.02239615604,108
BTC-USD,2024-01-05 08:00:00,50794.376999868044,50918.84649327052,50752.88716873389,50835.866831002204,157
BTC-USD,2024-01-05 09:00:00,50859.82385730687,50931.83067272455,50835.82158550098,50883.826129112764,161
BTC-USD,2024-01-05 10:00:00,50930.586913167695,51071.38683151415,50883.65360705221,50977.52021928318,125
BTC-USD,2024-01-05 11:00:00,50942.852214399645,50977.50973767863,50931.29970663998,50954.40472215931,84
BTC-USD,2024-01-05 12:00:00,50997.84534766421,51128.61316421883,50954.25607547933,51041.43461984908,121
BTC-USD,2024-01-05 13:00:00,51132.40044624027,51407.257345647544,51040.78147977118,51224.019412709364,108
BTC-USD,2024-01-05 14:00:00,51202.0477961578,51224.015223320675,51194.72532043684,51209.37027187876,172
BTC-USD,2024-01-05 15:00:00,50912.5492159739,51208.60365493837,50813.86440298574,51011.234028962055,198
BTC-USD,2024-01-05 16:00:00,51048.64679439078,51161.21533239531,51011.12394838927,51086.16964039229,42
BTC-USD,2024-01-05 17:00:00,50939.977898899386,51085.983469103,50891.30937549818,50988.64642230059,151
BTC-USD,2024-01-05 18:00:00,51047.584754046846,51225.22108075478,50988.37264514421,51106.79686294949,137
BTC-USD,2024-01-05 19:00:00,50981.03837219568,51106.65917725903,50939.1647705079,51022.91197388346,145
BTC-USD,2024-01-05 20:00:00,51044.55211065685,51109.5828459244,51022.875198901,51066.2290224127,42
BTC-USD,2024-01-05 21:00:00,51114.168280891725,51258.52813896703,51066.04832819996,51162.288233583495,185
BTC-USD,2024-01-05 22:00:00,51124.63054253127,51162.275910567725,51112.08208651911,51137.17899854342,128
BTC-USD,2024-01-05 23:00:00,51021.60527900488,51137.06279069396,50983.11944177518,51060.09111623457,31
BTC-USD,2024-01-06 00:00:00,51104.877424023034,51239.70940924999,51059.933428947385,51149.821419098684,36
BTC-USD,2024-01-06 01:00:00,51113.061642742396,51149.80967396858,51100.81229900033,51125.31098648446,36
BTC-USD,2024-01-06 02:00:00,51125.97569496474,51127.96992411791,51125.310951913685,51126.6404380158,37
BTC-USD,2024-01-06 03:00:00,51200.73871536702,51424.32976807672,51126.20836446378,51275.26906627025,120
BTC-USD,2024-01-06 04:00:00,51059.130483277586,51274.86338130985,50987.21951726683,51131.04144928834,70
BTC-USD,2024-01-06 05:00:00,51125.744959384094,51131.04120543477,51123.97954403387,51127.51037473432,57
BTC-USD,2024-01-06 06:00:00,50963.37143997604,51127.2758404218,50908.73663982745,51018.006240124625,167
BTC-USD,2024-01-06 07:00:00,51042.59726891081,51116.51286670166,51017.95873631387,51067.23580150776,55
BTC-USD,2024-01-06 08:00:00,51033.00602140227,51067.22560121216,51021.59949479897,51044.412548005566,46
BTC-USD,2024-01-06 09:00:00,51080.80623923878,51190.299580218656,51044.30845891215,51117.3040195654,33
BTC-USD,2024-01-06 10:00:00,51148.250158234725,51241.31393579909,51117.22889904661,51179.271417422846,104
BTC-USD,2024-01-06 11:00:00,50881.14557342491,51178.497580960924,50782.02823757957,50980.26290927025,108
BTC-USD,2024-01-06 12:00:00,50835.13464381368,50980.079056819915,50786.81983947827,50883.44944814909,170
BTC-USD,2024-01-06 13:00:00,50792.369120724696,50883.37693182003,50762.03318369292,50822.70505775647,76
BTC-USD,2024-01-06 14:00:00,50833.58122193675,50866.237668671754,50822.69573969175,50844.46670418175,63
BTC-USD,2024-01-06 15:00:00,50654.60774012006,50844.15108916716,50591.42662377103,50717.788856469095,67
BTC-USD,2024-01-06 16:00:00,50749.959444864566,50846.716705218605,50717.70702474655,50782.21186498258,160
BTC-USD,2024-01-06 17:00:00,50617.76540547982,50781.9748473533,50563.02892485532,50672.50188610431,136
BTC-USD,2024-01-06 18:00:00,50725.970862495305,50887.057701805774,50672.275249391816,50779.666475598795,26
BTC-USD,2024-01-06 19:00:00,50782.27429500586,50790.09936067033,50779.665939784376,50784.88265022735,113
BTC-USD,2024-01-06 20:00:00,50839.766139181964,51005.13145405116,50784.6443675589,50894.88791080503,185
BTC-USD,2024-01-06 21:00:00,50948.4080107032,51109.64653491965,50894.661835964376,51002.154185442014,48
BTC-USD,2024-01-06 22:00:00,51048.23378860297,51186.9739976701,51001.987052247256,51094.48052495868,108
BTC-USD,2024-01-06 23:00:00,51001.94925272642,51094.405988230115,50971.13034089185,51032.768164560985,59
BTC-USD,2024-01-07 00:00:00,51059.025398384685,51137.95955192728,51032.71401387049,51085.336782898885,182
BTC-USD,2024-01-07 01:00:00,51280.638294159384,51875.64227478294,51082.30363395153,51478.97295436724,29
BTC-USD,2024-01-07 02:00:00,51547.302994497244,51753.38729743611,51478.608226850956,51615.99776214353,153
BTC-USD,2024-01-07 03:00:00,51666.90401524879,51820.22763832697,51615.7961408894,51718.011889608184,151
BTC-USD,2024-01-07 04:00:00,51669.106874972174,51717.99132762377,51652.81205742163,51685.401692522704,101
BTC-USD,2024-01-07 05:00:00,51724.56977643009,51842.43129890863,51685.28260227058,51763.85695058961,107
BTC-USD,2024-01-07 06:00:00,51772.396347783586,51798.03145529117,51763.851311947736,51780.94138361945,95
BTC-USD,2024-01-07 07:00:00,51648.05483916898,51780.78964178439,51603.80990496384,51692.299773374114,60
BTC-USD,2024-01-07 08:00:00,51811.39589996718,52172.00766719695,51691.19197755725,51931.5998223771,134
BTC-USD,2024-01-07 09:00:00,51641.051753813495,51930.87554704074,51544.44382273775,51737.659684889244,159
BTC-USD,2024-01-07 10:00:00,51673.33674931066,51737.624123191454,51651.90762468373,51694.76587393759,189
BTC-USD,2024-01-07 11:00:00,51698.911062621526,51711.35061857886,51694.76454396908,51703.05758127397,179
BTC-USD,2024-01-07 12:00:00,51629.87965055742,51703.011520118984,51605.50236070356,51654.25694041127,197
BTC-USD,2024-01-07 13:00:00,51710.38336972207,51879.497685376664,51654.01193117054,51766.7548082736,110
BTC-USD,2024-01-07 14:00:00,51847.27854248844,52090.36223688627,51766.25064435584,51928.306440621054,117
BTC-USD,2024-01-07 15:00:00,51934.980160078114,51955.01161605656,51928.3030080853,51941.65731207093,14
BTC-USD,2024-01-07 16:00:00,52004.37522729144,52193.44214771021,51941.35292048519,52067.3975340977,125
BTC-USD,2024-01-07 17:00:00,52043.77652649156,52067.39277048956,52035.90444515889,52051.64860782422,103
BTC-USD,2024-01-07 18:00:00,52162.76592178049,52498.98892614597,52050.69158699199,52274.84025656898,61
BTC-USD,2024-01-07 19:00:00,52307.936258559326,52407.476346351956,52274.75622929511,52341.116287823534,153
BTC-USD,2024-01-07 20:00:00,52341.9088799063,52344.28680018828,52341.11623981231,52342.70152000029,167
BTC-USD,2024-01-07 21:00:00,52365.820409705586,52435.29983047733,52342.66060278166,52388.9802166295,156
BTC-USD,2024-01-07 22:00:00,52285.01515129272,52388.88843924075,52250.39072197671,52319.63958060873,101
BTC-USD,2024-01-07 23:00:00,52364.162550094916,52498.187670694584,52319.48750989502,52408.8375902948,67
BTC-USD,2024-01-08 00:00:00,52287.54960858964,52408.71270953366,52247.161908274975,52327.937308904315,67
BTC-USD,2024-01-08 01:00:00,52414.58095951325,52676.244964549085,52327.35962450131,52501.802294525194,131
BTC-USD,2024-01-08 02:00:00,52427.01952602655,52501.7549225588,52402.10772718247,52451.93132487063,135
BTC-USD,2024-01-08 03:00:00,52349.17096182104,52451.84177073289,52314.94735885041,52383.394564791655,127
BTC-USD,2024-01-08 04:00:00,52432.82323192256,52581.67104304698,52383.20729488109,52482.43916896403,126
BTC-USD,2024-01-08 05:00:00,52548.73494847799,52748.63233443771,52482.102486491414,52615.36741046456,138
BTC-USD,2024-01-08 06:00:00,52726.55152692061,53062.94734560175,52614.41958736022,52838.68346648099,85
BTC-USD,2024-01-08 07:00:00,52893.124921136725,53057.12518772389,52838.45816560766,52947.79167666578,163
BTC-USD,2024-01-08 08:00:00,53014.70185509199,53216.45220541323,52947.45173831825,53081.95197186574,194
BTC-USD,2024-01-08 09:00:00,52969.31170857409,53081.845638933446,52931.800398454296,53006.823018693874,38
BTC-USD,2024-01-08 10:00:00,52969.07881206566,53006.81106990787,52956.50139278492,52981.656231346395,185
BTC-USD,2024-01-08 11:00:00,53080.46685438193,53379.126753830795,52980.91355456564,53180.02015419822,94
BTC-USD,2024-01-08 12:00:00,52973.60330612437,53179.663448997715,52904.91659183326,53042.29002041549,110
BTC-USD,2024-01-08 13:00:00,53025.56401399367,53042.28767596747,53019.989460002405,53031.13856798494,32
BTC-USD,2024-01-08 14:00:00,52979.54054938129,53031.116245607634,52962.348650639164,52996.7324481234,147
BTC-USD,2024-01-08 15:00:00,53024.50584002028,53108.00104140743,52996.67410622457,53052.337573815996,156
BTC-USD,2024-01-08 16:00:00,53113.902575537795,53299.4589065701,53052.05046519369,53175.7546858819,78
BTC-USD,2024-01-08 17:00:00,53176.298825487705,53177.93131112505,53175.75466360858,53176.84298736682,13
BTC-USD,2024-01-08 18:00:00,53207.000832440266,53297.68007329257,53176.77441882283,53237.2272460577,11
BTC-USD,2024-01-08 19:00:00,53245.11369261736,53268.78705998128,53237.22257016272,53253.004815071996,137
BTC-USD,2024-01-08 20:00:00,53315.294139673024,53503.04053606052,53252.71200754386,53377.87627180219,149
BTC-USD,2024-01-08 21:00:00,53406.21112951115,53491.3965805995,53377.81597914837,53434.60627987394,187
BTC-USD,2024-01-08 22:00:00,53268.90198071271,53434.37758227367,53213.74344685906,53324.060514566365,198
BTC-USD,2024-01-08 23:00:00,53334.9492599395,53367.642199588336,53324.05161338989,53345.84690648911,188
BTC-USD,2024-01-09 00:00:00,53369.633339492764,53441.12013988886,53345.804406027404,53393.46227295813,74
BTC-USD,2024-01-09 01:00:00,53453.99231735397,53636.40965191872,53393.18653916573,53514.798095542224,170
BTC-USD,2024-01-09 02:00:00,53331.12333475701,53514.5174838242,53269.991951734606,53392.254717779404,38
BTC-USD,2024-01-09 03:00:00,53423.78908080219,53518.616196136325,53392.180042357475,53455.3981192469,150
BTC-USD,2024-01-09 04:00:00,53368.0242706547,53455.334600121256,53338.920827499176,53397.127713810216,44
BTC-USD,2024-01-09 05:00:00,53194.275529078244,53396.78463557769,53126.77249357843,53261.77856457806,90
BTC-USD,2024-01-09 06:00:00,53077.2862990513,53261.49410044536,53015.883698586615,53138.68889951599,99
BTC-USD,2024-01-09 07:00:00,53221.86051937271,53472.94737909663,53138.16489946473,53305.556139280685,171
BTC-USD,2024-01-09 08:00:00,53301.0111605881,53305.555967044194,53299.49622510274,53302.52609607347,67
BTC-USD,2024-01-09 09:00:00,53028.37089012505,53301.89795503908,52937.195201820374,53119.54657842973,123
BTC-USD,2024-01-09 10:00:00,53167.246938748256,53310.86388270282,53119.37462409672,53215.119253399775,173
BTC-USD,2024-01-09 11:00:00,53231.4621835235,53280.551277052095,53215.0991523473,53247.8252146997,30
BTC-USD,2024-01-09 12:00:00,53250.52694593062,53258.633784948826,53247.82466625788,53253.229225603354,110
BTC-USD,2024-01-09 13:00:00,53279.54221244662,53358.63750042085,53253.177116455205,53305.90730843803,161
BTC-USD,2024-01-09 14:00:00,53020.367643523976,53305.22589480476,52925.41489309705,53115.320393950904,105
BTC-USD,2024-01-09 15:00:00,52920.985738987154,53115.00387096514,52856.31302832783,52985.658449646486,161
BTC-USD,2024-01-09 16:00:00,52995.21851161031,53023.91941121356,52985.65154507589,53004.785478144724,21
BTC-USD,2024-01-09 17:00:00,53061.434197615315,53232.109996547755,53004.542264637836,53118.326130592795,122
BTC-USD,2024-01-09 18:00:00,53178.97410497378,53361.75278444628,53118.04787848293,53239.90033146461,108
BTC-USD,2024-01-09 19:00:00,53285.49459852793,53422.74757092869,53239.74360772767,53331.24558932818,114
BTC-USD,2024-01-09 20:00:00,53364.95367952487,53466.33426149399,53331.16015220184,53398.74720684791,93
BTC-USD,2024-01-09 21:00:00,53038.18212114984,53397.661881293956,52918.35553443513,53158.008707864545,121
BTC-USD,2024-01-09 22:00:00,52911.87528382114,53157.5011505724,52829.999994904036,52993.75057273822,28
BTC-USD,2024-01-09 23:00:00,52859.846764814094,52993.600027573775,52815.262343894196,52904.431185733985,186
BTC-USD,2024-01-10 00:00:00,52839.17180010315,52904.39538849026,52817.430603974106,52860.91299623218,37
BTC-USD,2024-01-10 01:00:00,52912.82700851647,53069.183269515954,52860.708254849975,52964.945762182964,137
BTC-USD,2024-01-10 02:00:00,52751.850048900065,52964.56403243686,52680.945387721134,52822.754710078996,153
BTC-USD,2024-01-10 03:00:00,52290.84793651638,52820.363500310355,52114.342748585055,52467.353124447705,126
BTC-USD,2024-01-10 04:00:00,52477.94239566245,52509.73587630335,52467.34456878216,52488.54022254275,189
BTC-USD,2024-01-10 05:00:00,52361.889844229496,52488.40425599044,52319.71837364252,52404.06131481648,132
BTC-USD,2024-01-10 06:00:00,52350.21447167571,52404.036712758825,52332.27372464802,52368.15521870342,190
BTC-USD,2024-01-10 07:00:00,52381.20485114493,52420.392809504,52368.14219835857,52394.26750393129,51
BTC-USD,2024-01-10 08:00:00,52488.948545683816,52775.05981086346,52393.57812395727,52584.31896741036,85
BTC-USD,2024-01-10 09:00:00,52605.576468643594,52669.452260977625,52584.28453786559,52626.868399421604,18
BTC-USD,2024-01-10 10:00:00,52659.13328718402,52756.16590887251,52626.78907995453,52691.47749441351,16
BTC-USD,2024-01-10 11:00:00,52762.831930067325,52978.0610930235,52691.088875748595,52834.57498438605,183
BTC-USD,2024-01-10 12:00:00,52765.914619934694,52834.53530523085,52743.04105816931,52788.78818170008,187
BTC-USD,2024-01-10 13:00:00,52799.543350406544,52831.83517302757,52788.77940953287,52810.307291280216,36
BTC-USD,2024-01-10 14:00:00,52735.703693077325,52810.26042169198,52710.85145020577,52760.555935948876,174
BTC-USD,2024-01-10 15:00:00,52772.79333763516,52809.539634775654,52760.54457192165,52785.04210334866,175
BTC-USD,2024-01-10 16:00:00,52845.83406998365,53029.05402420927,52784.76075190844,52906.907388058855,80
BTC-USD,2024-01-10 17:00:00,52831.16112929516,52906.859159536456,52805.92845254806,52856.39380604226,54
BTC-USD,2024-01-10 18:00:00,52751.11444436269,52856.30052548093,52716.05241732328,52786.176471402105,168
BTC-USD,2024-01-10 19:00:00,52857.776251396754,53073.74738301002,52785.78587419233,52929.76662860117,28
BTC-USD,2024-01-10 20:00:00,52946.212660736834,52995.61215367088,52929.74616309215,52962.679158381514,100
BTC-USD,2024-01-10 21:00:00,53040.5874111624,53275.69556059546,52962.21802801804,53118.95679430675,99
BTC-USD,2024-01-10 22:00:00,53003.58496629266,53118.84531685675,52965.16484943796,53042.005083147356,182
BTC-USD,2024-01-10 23:00:00,52743.89316431934,53041.25856031398,52644.77136565446,52843.01496298422,150
BTC-USD,2024-01-11 00:00:00,52919.08662579294,53148.62336979193,52842.57437779327,52995.5988737926,157
BTC-USD,2024-01-11 01:00:00,52691.542541239825,52994.82156185639,52590.44953436763,52792.63554811201,70
BTC-USD,2024-01-11 02:00:00,52821.88675572994,52909.83530003582,52792.57057429464,52851.20293716523,140
BTC-USD,2024-01-11 03:00:00,52889.895211845775,53006.312953533496,52851.08929794986,52928.70112574168,101
BTC-USD,2024-01-11 04:00:00,52911.43277772834,52928.69862141598,52905.67749649913,52917.18805895755,122
BTC-USD,2024-01-11 05:00:00,52938.42843496384,53002.25203540774,52917.15390148253,52959.70296844514,162
BTC-USD,2024-01-11 06:00:00,52905.187937732444,52959.67801656818,52887.02457812053,52923.35129734436,143
BTC-USD,2024-01-11 07:00:00,52947.55089765337,53020.28272739591,52923.30695440585,52971.79484090088,67
BTC-USD,2024-01-11 08:00:00,52983.66010165684,53019.28780522009,52971.78420046908,52995.53600284459,173
BTC-USD,2024-01-11 09:00:00,52996.20332706672,52998.20540057426,52995.53596923088,52996.87068490257,156
BTC-USD,2024-01-11 10:00:00,52998.16958376264,53002.06666239643,52996.87055755138,52999.468609973905,58
BTC-USD,2024-01-11 11:00:00,53025.83596679856,53105.09576515268,52999.41603401385,53052.255899583266,23
BTC-USD,2024-01-11 12:00:00,52909.540082859006,53052.08506430909,52862.02508904231,52957.0550766757,194
BTC-USD,2024-01-11 13:00:00,53037.611953076324,53280.76209037707,52956.56190730941,53118.66199884324,21
BTC-USD,2024-01-11 14:00:00,52979.21742924024,53118.49911398381,52932.790200992386,53025.6446574881,126
BTC-USD,2024-01-11 15:00:00,52988.29155375738,53025.632959237664,52975.844418597284,53000.738688917474,17
BTC-USD,2024-01-11 16:00:00,53025.24072297166,53098.88300340291,53000.69329616125,53049.78814978208,145
BTC-USD,2024-01-11 17:00:00,52884.25245439687,53049.558259789505,52829.15051926599,52939.35438952775,195
